timestamp,title,text,market_direction,url
2022-05-24 18:53:21,Anthony Scaramucci Takes Large Position in Algorand  (ALGO),"Anthony Scaramucci Takes Large Position in Algorand  (ALGO)

Anthony Scaramucci has praised Algorand’s technology after taking a big stake in the native ALGO token",2,https://cryptopanic.com/news/15302514/Anthony-Scaramucci-Takes-Large-Position-in-Algorand-ALGO
2022-05-24 18:53:21,Anthony Scaramucci Takes Large Position in Algorand (ALGO),"Anthony Scaramucci Takes Large Position in Algorand (ALGO)

Anthony Scaramucci has praised Algorand’s technology after taking a big stake in the native ALGO token",2,https://cryptopanic.com/news/15302514/Anthony-Scaramucci-Takes-Large-Position-in-Algorand-ALGO
2022-05-05 13:13:15,Avalanche rebounds 25% in five days as AVAX price tests key level  — Big rally ahead?,"Avalanche rebounds 25% in five days as AVAX price tests key level  — Big rally ahead?

Crypto market correlation and Valkyrie's Avalanche fund launch also helped push AVAX to a weekly high.",0,https://cryptopanic.com/news/15120161/Avalanche-rebounds-25-in-five-days-as-AVAX-price-tests-key-level-Big-rally-ahead
2022-05-05 13:13:15,Avalanche rebounds 25% in five days as AVAX price tests key level — Big rally ahead?,"Avalanche rebounds 25% in five days as AVAX price tests key level — Big rally ahead?

Crypto market correlation and Valkyrie's Avalanche fund launch also helped push AVAX to a weekly high.",0,https://cryptopanic.com/news/avalanche-2/15120161/Avalanche-rebounds-25-in-five-days-as-AVAX-price-tests-key-level-Big-rally-ahead
2021-09-17 05:28:00,Avalanche’s AVAX token surges to all-time high after  $230M fundraise,"Avalanche’s AVAX token surges to all-time high after  $230M fundraise

AVAX — the native token of the Avalanche blockchain — today surged to a new all-time high of US$68.34, according to CoinGecko data, boosted by news of a US$230 million investment into the Avalanche ecosystem. AVAX has increased by 60% over the past seven days. Fast facts Launched in September 2020, Avalanche is an open, […]",2,https://cryptopanic.com/news/12794520/Avalanches-AVAX-token-surges-to-all-time-high-after-230M-fundraise
2021-09-17 05:28:00,Avalanche’s AVAX token surges to all-time high after $230M fundraise,"Avalanche’s AVAX token surges to all-time high after $230M fundraise

AVAX — the native token of the Avalanche blockchain — today surged to a new all-time high of US$68.34, according to CoinGecko data, boosted by news of a US$230 million investment into the Avalanche ecosystem. AVAX has increased by 60% over the past seven days. Fast facts Launched in September 2020, Avalanche is an open, […]",2,https://cryptopanic.com/news/avalanche-2/12794520/Avalanches-AVAX-token-surges-to-all-time-high-after-230M-fundraise
2021-10-19 16:17:46,Binance Just Took Over Half A Billion Dollars  Worth Of BNB Completely Out Of Circulation In 17th Quarterly Burn,"Binance Just Took Over Half A Billion Dollars  Worth Of BNB Completely Out Of Circulation In 17th Quarterly Burn

On Tuesday, Binance announced that it had burned 1,335,888 BNB valued at approximately $639,462,868. Coin burning is a process by which cryptocurrency miners or exchanges periodically take out a certain portion of coins from circulation to control price through supply restriction. This has been a common practice in the cryptocurrency industry and is done to […]",2,https://cryptopanic.com/news/13057888/Binance-Just-Took-Over-Half-A-Billion-Dollars-Worth-Of-BNB-Completely-Out-Of-Circulation-In-17th-Quarterly-Burn
2021-10-19 16:17:46,Binance Just Took Over Half A Billion Dollars Worth Of BNB Completely Out Of Circulation In 17th Quarterly Burn,"Binance Just Took Over Half A Billion Dollars Worth Of BNB Completely Out Of Circulation In 17th Quarterly Burn

On Tuesday, Binance announced that it had burned 1,335,888 BNB valued at approximately $639,462,868. Coin burning is a process by which cryptocurrency miners or exchanges periodically take out a certain portion of coins from circulation to control price through supply restriction. This has been a common practice in the cryptocurrency industry and is done to […]",2,https://cryptopanic.com/news/binancecoin/13057888/Binance-Just-Took-Over-Half-A-Billion-Dollars-Worth-Of-BNB-Completely-Out-Of-Circulation-In-17th-Quarterly-Burn
2021-05-27 14:00:53,"MATIC, SOLANA, CHAINLINK:  This makes it likely that these 3 alts will make this price movement","MATIC, SOLANA, CHAINLINK:  This makes it likely that these 3 alts will make this price movement

The altcoin recovery is well on its way, and top altcoins like MATIC, SOL, LINK made a comeback. MATIC’s price was up 36%, SOL was up 22% and LINK’s price was up 23.9%, respectively in the past 24 hours. Since these altcoins have recovered faster than most others, there is an increase in social volume […]",2,https://cryptopanic.com/news/12011326/MATIC-SOLANA-CHAINLINK-This-makes-it-likely-that-these-3-alts-will-make-this-price-movement
2021-05-27 14:00:53,"MATIC, SOLANA, CHAINLINK: This makes it likely that these 3 alts will make this price movement","MATIC, SOLANA, CHAINLINK: This makes it likely that these 3 alts will make this price movement

The altcoin recovery is well on its way, and top altcoins like MATIC, SOL, LINK made a comeback. MATIC’s price was up 36%, SOL was up 22% and LINK’s price was up 23.9%, respectively in the past 24 hours. Since these altcoins have recovered faster than most others, there is an increase in social volume […]",2,https://cryptopanic.com/news/chainlink/12011326/MATIC-SOLANA-CHAINLINK-This-makes-it-likely-that-these-3-alts-will-make-this-price-movement
2022-04-10 09:05:45,Monero defies crypto market slump with 10% XMR price rally  — what's next?,"Monero defies crypto market slump with 10% XMR price rally  — what's next?

XMR price cup-and-handle pattern fetches a bold $10,000 price prediction for 2023.",2,https://cryptopanic.com/news/14856759/Monero-defies-crypto-market-slump-with-10-XMR-price-rally-whats-next
2022-04-10 09:05:45,Monero defies crypto market slump with 10% XMR price rally — what's next?,"Monero defies crypto market slump with 10% XMR price rally — what's next?

XMR price cup-and-handle pattern fetches a bold $10,000 price prediction for 2023.",2,https://cryptopanic.com/news/bitcoin/14856759/Monero-defies-crypto-market-slump-with-10-XMR-price-rally-whats-next
2021-03-03 18:42:53,"Price analysis 3/3: BTC, ETH, ADA, BNB, DOT, XRP, LTC, LINK,  BCH, XLM","Price analysis 3/3: BTC, ETH, ADA, BNB, DOT, XRP, LTC, LINK,  BCH, XLM

Now that Bitcoin price has flipped $50,000 back to support, small and large-cap altcoins are gearing up for a move higher.",2,https://cryptopanic.com/news/11568046/Price-analysis-33-BTC-ETH-ADA-BNB-DOT-XRP-LTC-LINK-BCH-XLM
2021-03-03 18:42:53,"Price analysis 3/3: BTC, ETH, ADA, BNB, DOT, XRP, LTC, LINK, BCH, XLM","Price analysis 3/3: BTC, ETH, ADA, BNB, DOT, XRP, LTC, LINK, BCH, XLM

Now that Bitcoin price has flipped $50,000 back to support, small and large-cap altcoins are gearing up for a move higher.",2,https://cryptopanic.com/news/polkadot/11568046/Price-analysis-33-BTC-ETH-ADA-BNB-DOT-XRP-LTC-LINK-BCH-XLM
